,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0,60.65590238013587,61.81821443932197,63.51155540463537,65.58885502713672,67.9824346129345,70.62881055535907,73.43678322999386,76.40303038528752,79.52398866068962,82.75674874084815,85.68906524346579,88.32890862430388,90.70769608919757,92.8633877403945,94.83192612176458,96.64453045077789,98.3273619453328,99.86360543534266,101.31143833990419,102.6874199944459,104.00394112395341,105.23209553215057,106.41990662501799,107.5371725994088,108.5915211471107,109.62939416085618,110.61791494719577,111.60015613193872,112.54092603282295,113.4433761497797,114.31171463950841,115.15030993744735,115.96317412920449,116.75381164954672,117.52523258133152,118.24154863328567,118.98382172177459,119.67703894305913,120.32325752542324,120.96552199479855,121.56883138656838,122.1747532699056,122.74695832499042,123.32602149034255,123.87491737327062,124.39520340433492
1,53.0,52.0,53.0,54.0,55.0,57.0,59.0,62.0,65.0,67.0,70.0,72.0,74.0,76.0,78.0,80.0,81.0,83.0,84.0,85.0,87.0,88.0,89.0,90.0,91.0,92.0,93.0,94.0,94.0,95.0,96.0,97.0,98.0,98.0,99.0,100.0,100.0,101.0,102.0,102.0,102.0,102.0,103.0,104.0,104.0,105.0
2,67.0,71.0,74.0,77.0,80.0,84.0,87.0,90.0,94.0,98.0,101.0,104.0,106.0,109.0,111.0,113.0,115.0,117.0,118.0,120.0,121.0,122.0,124.0,125.0,126.0,127.0,128.0,129.0,130.0,131.0,132.0,133.0,134.0,135.0,136.0,136.0,137.0,138.0,139.0,139.0,139.0,140.0,140.0,141.0,142.0,142.0
